185972.399910,16,-102.747272,137.809684,-19.242158,35.667577,139.791065,40.485242,0.797836,1.469196,5,293275.321284,-4.785003,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185972.599910,16,-102.774845,137.825647,-19.400405,35.667577,139.791065,40.326995,0.797827,1.469193,5,293293.755582,-4.782564,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185972.799910,17,-103.473137,138.002622,-20.135319,35.667579,139.791057,39.592081,0.784903,1.456083,5,293311.903844,-5.474750,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185972.999909,17,-103.423769,138.025591,-20.226673,35.667579,139.791057,39.500727,0.784894,1.456080,5,293330.510361,-5.526853,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185973.199909,17,-103.292682,137.991557,-20.417891,35.667578,139.791059,39.309509,0.784885,1.456077,5,293348.988134,-5.536890,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185973.399909,17,-103.331490,138.003669,-20.402972,35.667579,139.791058,39.324428,0.784876,1.456074,5,293367.626152,-5.587267,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185973.599909,17,-103.348281,137.905440,-20.473911,35.667578,139.791058,39.253489,0.784867,1.456071,5,293386.152060,-5.585808,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185973.799909,17,-103.245747,137.981840,-20.707592,35.667578,139.791059,39.019808,0.784858,1.456068,5,293404.576983,-5.552958,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185973.999909,17,-103.193293,137.931666,-20.771402,35.667578,139.791060,38.955998,0.784849,1.456065,5,293423.134716,-5.548346,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185974.199909,17,-103.255896,137.917018,-20.545449,35.667578,139.791059,39.181951,0.784841,1.456062,5,293441.896885,-5.608530,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185974.399909,17,-103.233270,137.863373,-20.787802,35.667577,139.791060,38.939598,0.784832,1.456059,5,293460.312730,-5.581956,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185974.599909,17,-103.248988,137.900138,-20.795633,35.667578,139.791059,38.931767,0.784823,1.456056,5,293478.937990,-5.631422,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185974.799909,16,-102.617460,137.611265,-20.301002,35.667575,139.791066,39.426398,0.797735,1.469160,5,293497.847853,-4.999500,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185974.999909,16,-102.452414,137.613413,-20.513098,35.667575,139.791068,39.214302,0.797727,1.469157,5,293516.271631,-4.967318,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185975.199909,17,-103.042207,137.802212,-20.919571,35.667577,139.791062,38.807829,0.784796,1.456047,5,293534.604057,-5.592044,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185975.399909,16,-102.401730,137.581648,-20.560999,35.667575,139.791069,39.166401,0.797710,1.469151,5,293553.395404,-4.973702,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185975.599909,16,-102.328624,137.561616,-20.775574,35.667575,139.791070,38.951826,0.797702,1.469148,5,293571.800191,-4.883235,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185975.799908,16,-102.294693,137.589657,-20.708151,35.667575,139.791070,39.019249,0.797694,1.469144,5,293590.451394,-4.933495,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185975.999908,17,-102.910088,137.854886,-21.174116,35.667577,139.791063,38.553284,0.784760,1.456035,5,293608.752373,-5.559240,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185976.199908,17,-102.892154,137.787782,-21.140116,35.667577,139.791063,38.587284,0.784751,1.456031,5,293627.327760,-5.531932,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185976.399908,16,-102.235725,137.497112,-20.391424,35.667574,139.791071,39.335976,0.797669,1.469135,5,293646.392454,-4.908811,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185976.599908,16,-102.171419,137.642231,-20.428150,35.667575,139.791071,39.299250,0.797660,1.469132,5,293664.950692,-4.934550,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185976.799908,17,-102.830607,137.920476,-20.895409,35.667578,139.791064,38.831991,0.784725,1.456022,5,293683.238747,-5.651001,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185976.999908,17,-102.876299,137.874755,-20.789062,35.667577,139.791063,38.938338,0.784716,1.456019,5,293701.902488,-5.712250,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,124,101
185977.199908,16,-102.245101,137.580889,-20.241330,35.667575,139.791070,39.486070,0.797635,1.469123,5,293720.794569,-4.977371,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185977.399908,16,-102.314166,137.559802,-20.271173,35.667575,139.791070,39.456227,0.797627,1.469119,5,293739.558107,-4.973653,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185977.599908,16,-102.315507,137.439651,-20.187264,35.667573,139.791070,39.540136,0.797618,1.469116,5,293758.222375,-4.926871,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185977.799908,16,-102.286890,137.505170,-20.387275,35.667574,139.791070,39.340125,0.797610,1.469113,5,293776.767968,-4.951275,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185977.999908,16,-102.273998,137.412176,-20.306154,35.667573,139.791070,39.421246,0.797602,1.469110,5,293795.466304,-4.923297,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185978.199908,16,-102.181825,137.374872,-20.273031,35.667573,139.791071,39.454369,0.797593,1.469107,5,293814.091857,-4.961489,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185978.399908,16,-102.176393,137.416515,-20.206619,35.667573,139.791071,39.520781,0.797585,1.469104,5,293832.728333,-4.929044,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185978.599908,16,-102.145094,137.465504,-20.159847,35.667574,139.791072,39.567553,0.797577,1.469100,5,293851.308309,-4.977915,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185978.799907,16,-102.038101,137.509455,-20.310467,35.667574,139.791073,39.416933,0.797568,1.469097,5,293869.811761,-4.911538,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185978.999907,16,-101.988708,137.523303,-20.441025,35.667574,139.791073,39.286375,0.797560,1.469094,5,293888.292017,-4.843648,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185979.199907,16,-101.968094,137.626217,-20.380106,35.667575,139.791073,39.347294,0.797552,1.469091,5,293906.957017,-4.794950,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185979.399907,16,-101.966482,137.547399,-20.442450,35.667574,139.791074,39.284950,0.797543,1.469088,5,293925.482831,-4.782022,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185979.599907,16,-101.950487,137.469796,-20.409224,35.667574,139.791074,39.318176,0.797535,1.469084,5,293944.063280,-4.696833,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185979.799907,16,-101.815981,137.514640,-20.671843,35.667574,139.791075,39.055557,0.797527,1.469081,5,293962.441357,-4.669138,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185979.999907,16,-101.863554,137.553531,-20.376736,35.667574,139.791075,39.350664,0.797518,1.469078,5,293981.279268,-4.740158,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
185980.199907,16,-101.780348,137.556498,-20.695218,35.667574,139.791076,39.032182,0.797510,1.469075,5,293999.628339,-4.705363,0.000000,0.000000,20,15,13,5,24,21,18,33,34,123,110,109,111,107,108,101
