352854.800027,16,-103.040392,139.003476,35.667583,139.791062,39.501531,6.562256,0.741564,1.111131,0.027886
352855.000027,16,-103.039609,139.003347,35.667583,139.791062,39.504350,6.940050,0.741565,1.111142,0.027886
352855.200027,16,-103.038237,139.004338,35.667583,139.791062,39.498315,7.950100,0.741566,1.111154,0.027886
352855.400027,16,-103.037916,139.005034,35.667583,139.791062,39.498325,7.286495,0.741567,1.111165,0.027886
352855.600027,16,-103.039674,139.005495,35.667583,139.791062,39.499650,7.445173,0.741568,1.111176,0.027886
352855.800027,16,-103.038724,139.005604,35.667583,139.791062,39.501940,7.602526,0.741568,1.111188,0.027886
352856.000026,16,-103.039190,139.004684,35.667583,139.791062,39.501401,6.584484,0.741569,1.111199,0.027886
352856.200026,16,-103.037811,139.005553,35.667583,139.791062,39.498439,9.014593,0.741570,1.111211,0.027886
352856.400026,16,-103.037901,139.005850,35.667583,139.791062,39.497485,8.185530,0.741571,1.111222,0.027886
352856.600026,16,-103.037771,139.004146,35.667583,139.791062,39.498637,7.803143,0.741572,1.111234,0.027886
352856.800026,16,-103.038061,139.006015,35.667583,139.791062,39.500689,7.004658,0.741573,1.111245,0.027886
352857.000026,16,-103.037535,139.005872,35.667583,139.791062,39.502443,6.960431,0.741573,1.111257,0.027886
352857.200026,16,-103.038307,139.004369,35.667583,139.791062,39.500520,6.919080,0.741574,1.111268,0.027886
352857.400026,16,-103.039179,139.003231,35.667583,139.791062,39.498374,7.391705,0.741575,1.111279,0.027886
352857.600026,16,-103.038521,139.003188,35.667583,139.791062,39.501686,7.222614,0.741576,1.111291,0.027886
352857.800026,16,-103.039930,139.003231,35.667583,139.791062,39.502846,6.572854,0.741577,1.111302,0.027886
352858.000026,16,-103.040375,139.001813,35.667583,139.791062,39.502848,6.845654,0.741578,1.111314,0.027886
352858.200026,16,-103.038368,139.004120,35.667583,139.791062,39.498613,7.515178,0.741578,1.111325,0.027886
352858.400026,16,-103.037634,139.005458,35.667583,139.791062,39.497505,8.183554,0.741579,1.111337,0.027886
352858.600026,16,-103.038831,139.005141,35.667583,139.791062,39.498721,7.791421,0.741580,1.111348,0.027886
352858.800026,16,-103.038883,139.005487,35.667583,139.791062,39.500971,8.099553,0.741581,1.111359,0.027886
352859.000026,17,-103.039264,139.004216,35.667583,139.791062,39.502045,8.800562,0.712645,1.023018,0.027644
352859.200026,17,-103.037620,139.004873,35.667583,139.791062,39.497836,7.122788,0.712646,1.023030,0.027644
352859.400026,17,-103.038679,139.004035,35.667583,139.791062,39.498293,7.585573,0.712647,1.023042,0.027644
352859.600026,17,-103.037521,139.004043,35.667583,139.791062,39.499840,7.476240,0.712648,1.023054,0.027644
352859.800026,17,-103.038036,139.003364,35.667583,139.791062,39.500658,7.192520,0.712649,1.023066,0.027644
352860.000025,17,-103.037984,139.002484,35.667583,139.791062,39.500718,8.676617,0.712650,1.023077,0.027643
352860.200025,17,-103.036974,139.003970,35.667583,139.791062,39.500498,7.653175,0.712651,1.023089,0.027643
352860.400025,17,-103.037241,139.004586,35.667583,139.791062,39.500339,7.657469,0.712652,1.023101,0.027643
352860.600025,17,-103.037893,139.004683,35.667583,139.791062,39.502529,8.369691,0.712653,1.023113,0.027643
352860.800025,17,-103.037982,139.004657,35.667583,139.791062,39.502520,7.917744,0.712654,1.023125,0.027643
352861.000025,17,-103.039108,139.004590,35.667583,139.791062,39.504757,7.028587,0.712655,1.023137,0.027643
352861.200025,17,-103.037374,139.003591,35.667583,139.791062,39.495732,7.825372,0.712656,1.023149,0.027643
352861.400025,17,-103.039201,139.001912,35.667583,139.791062,39.498294,7.718521,0.712657,1.023161,0.027643
352861.600025,17,-103.038567,139.000986,35.667583,139.791062,39.498765,7.273232,0.712658,1.023172,0.027643
352861.800025,17,-103.039347,139.001141,35.667583,139.791062,39.499856,7.164588,0.712659,1.023184,0.027643
352862.000025,17,-103.039361,139.000974,35.667583,139.791062,39.500415,7.685489,0.712660,1.023196,0.027642
352862.200025,17,-103.039492,139.004290,35.667583,139.791062,39.500650,6.216490,0.712661,1.023208,0.027642
352862.400025,17,-103.039218,139.002991,35.667583,139.791062,39.499370,6.684778,0.712662,1.023220,0.027642
352862.600025,17,-103.039790,139.002252,35.667583,139.791062,39.502078,6.456763,0.712663,1.023232,0.027642
352862.800025,17,-103.039959,139.001565,35.667583,139.791062,39.502527,6.333366,0.712664,1.023244,0.027642
352863.000025,17,-103.040436,139.001925,35.667583,139.791062,39.503360,6.139122,0.712665,1.023255,0.027642
352863.200025,17,-103.037795,139.004538,35.667583,139.791062,39.497781,7.653821,0.712666,1.023267,0.027642
352863.400025,17,-103.038968,139.003736,35.667583,139.791062,39.498251,6.863513,0.712667,1.023279,0.027642
352863.600025,17,-103.039158,139.003403,35.667583,139.791062,39.501492,6.667553,0.712668,1.023291,0.027642
352863.800025,17,-103.038990,139.001814,35.667583,139.791062,39.500001,6.967820,0.712669,1.023303,0.027642
352864.000025,17,-103.040171,139.002185,35.667583,139.791062,39.502503,6.799103,0.712670,1.023315,0.027641
352864.200024,17,-103.040050,139.003882,35.667583,139.791062,39.495938,7.456130,0.712671,1.023327,0.027641
352864.400024,17,-103.039720,139.004191,35.667583,139.791062,39.498368,6.416852,0.712672,1.023338,0.027641
352864.600024,17,-103.038926,139.004511,35.667583,139.791062,39.498204,7.169897,0.712673,1.023350,0.027641
352864.800024,17,-103.039723,139.004541,35.667583,139.791062,39.498092,6.942530,0.712674,1.023362,0.027641
352865.000024,17,-103.039811,139.003717,35.667583,139.791062,39.499060,6.808029,0.712675,1.023374,0.027641
352865.200024,17,-103.036930,139.004318,35.667583,139.791062,39.496240,7.091146,0.712676,1.023386,0.027641
352865.400024,17,-103.038160,139.005179,35.667583,139.791062,39.497536,7.658512,0.712677,1.023398,0.027641
352865.600024,17,-103.037590,139.004336,35.667583,139.791062,39.499539,7.512797,0.712678,1.023410,0.027641
352865.800024,17,-103.038080,139.004155,35.667583,139.791062,39.500360,7.465667,0.712679,1.023421,0.027641
352866.000024,17,-103.038492,139.002962,35.667583,139.791062,39.500313,7.368304,0.712680,1.023433,0.027640
352866.200024,17,-103.038172,139.003487,35.667583,139.791062,39.496005,8.586191,0.712682,1.023445,0.027640
352866.400024,17,-103.039709,139.002779,35.667583,139.791062,39.497793,9.231997,0.712683,1.023457,0.027640
352866.600024,17,-103.038744,139.003593,35.667583,139.791062,39.499273,8.920161,0.712684,1.023469,0.027640
352866.800024,17,-103.038993,139.003154,35.667583,139.791062,39.499083,9.249301,0.712685,1.023481,0.027640
352867.000024,17,-103.038892,139.003909,35.667583,139.791062,39.499443,8.258152,0.712686,1.023493,0.027640
