352853.999561,17,-0.633609,-0.225746,-1.419698,35.666332,139.792194,58.340302,0.761777,1.092858,6,-468114.448413,14.170321,-2.687780,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352854.999561,17,-0.675153,-0.251031,-1.250203,35.666332,139.792194,58.509797,0.761777,1.092917,6,-467935.511982,14.245178,-2.688079,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352855.999560,17,-0.726399,0.008648,-0.356809,35.666334,139.792193,59.403191,0.761777,1.092976,6,-467755.938323,14.391779,-2.551959,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352856.999560,17,-0.673806,-0.006111,-0.162927,35.666334,139.792194,59.597073,0.761776,1.093035,6,-467577.000154,14.450708,-2.729819,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352857.999559,17,-0.665147,0.000959,-0.090048,35.666334,139.792194,59.669952,0.761776,1.093094,6,-467398.104135,14.454234,-2.683341,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352858.999558,17,-0.608738,0.034489,-0.234548,35.666335,139.792194,59.525452,0.761776,1.093153,6,-467219.314988,14.299150,-2.737257,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352859.999558,17,-0.741395,-0.051076,-0.213547,35.666334,139.792193,59.546453,0.761776,1.093212,6,-467040.508381,14.440092,-2.601167,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352860.999557,17,-0.640974,-0.038607,-0.258204,35.666334,139.792194,59.501796,0.761775,1.093271,6,-466861.650112,14.358760,-2.660745,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352861.999557,17,-0.707345,-0.068339,-0.280901,35.666334,139.792193,59.479099,0.761775,1.093329,6,-466682.777921,14.384554,-2.621504,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352862.999556,17,-0.716298,-0.075004,-0.209602,35.666334,139.792193,59.550398,0.761775,1.093388,6,-466503.850073,14.356207,-2.688556,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352863.999555,17,-0.738455,-0.087828,-0.282734,35.666334,139.792193,59.477266,0.761775,1.093447,6,-466325.065503,14.365108,-2.672209,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352864.999555,17,-0.713720,-0.060339,-0.409949,35.666334,139.792193,59.350051,0.761775,1.093506,6,-466146.276314,14.315492,-2.790341,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352865.999554,17,-0.715290,-0.131646,-0.411063,35.666333,139.792193,59.348937,0.761774,1.093565,6,-465967.420648,14.326294,-2.706605,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352866.999554,17,-0.765586,-0.072792,-0.313189,35.666334,139.792193,59.446811,0.761774,1.093623,6,-465788.506510,14.352416,-2.600193,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352867.999553,17,-0.709359,-0.027132,-0.260693,35.666334,139.792193,59.499307,0.761774,1.093682,6,-465609.634464,14.315929,-2.565650,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352868.999553,17,-0.601251,-0.008234,-0.227803,35.666334,139.792194,59.532197,0.761774,1.093740,6,-465430.717238,14.246463,-2.707678,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352869.999552,17,-0.615617,-0.127706,-0.209126,35.666333,139.792194,59.550874,0.761773,1.093799,6,-465251.818943,14.357222,-2.752219,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
352870.999551,17,-0.602701,-0.153140,-0.145804,35.666333,139.792194,59.614196,0.761773,1.093857,6,-465072.852287,14.372347,-2.717819,0.000000,5,6,30,51,79,86,83,82,7,33,45,78,9,35,29,49,44
